concept id	name	element file id.obj
FMA43932	left lateral plantar artery	FJ2079.obj
FMA43944	left plantar arch	FJ2085.obj
newnode2424984	left plantar metatarsal artery	FJ2096.obj
FMA70821	left common plantar digital arteries	FJ2092.obj
newnode5857343	left plantar digital arteries	FJ2095.obj
newnode4582387	left distal perforating artery	FJ2064.obj
newnode8296154	left deep plantar artery	FJ2068.obj
FMA22587	left medial superior genicular artery	FJ2083.obj
FMA22589	left lateral superior genicular artery	FJ2080.obj
FMA22563	left middle genicular artery	FJ2084.obj
newnode4558863	left inferior medial genicular artery	FJ2077.obj
newnode4427778	left inferior lateral genicular artery	FJ2076.obj
newnode6681311	left deep femoral artery and perforating branches	FJ2094.obj
newnode6681311	left deep femoral artery and perforating branches	FJ2090.obj
FMA71562	left lateral circumflex femoral artery	FJ2091.obj
FMA21423	descending branch of left lateral circumflex femoral artery	FJ2063.obj
FMA20802	unknown branch of left deep femoral artery	FJ2078.obj
FMA22508	left descending genicular artery	FJ2069.obj
FMA20689	left inferior epigastric artery	FJ3511.obj
FMA18810	left internal iliac artery	FJ3468.obj
FMA20818	right dorsal artery of penis	FJ3592.obj
FMA20818	right dorsal artery of penis	FJ3593.obj
FMA20819	left dorsal artery of penis	FJ3496.obj
FMA20819	left dorsal artery of penis	FJ3497.obj
FMA14755	right middle suprarenal artery	FJ3586.obj
FMA14753	left renal artery	FJ2046.obj
FMA86349	posterior segmental branch of left renal artery	FJ2054.obj
FMA86349	posterior segmental branch of left renal artery	FJ2053.obj
FMA69266	left inferior suprarenal artery	FJ3467.obj
newnode2085850	anterior division of left renal artery	FJ3460.obj
newnode2085850	anterior division of left renal artery	FJ3459.obj
newnode2085850	anterior division of left renal artery	FJ3458.obj
newnode2085850	anterior division of left renal artery	FJ3462.obj
newnode2085850	anterior division of left renal artery	FJ3461.obj
newnode2085850	anterior division of left renal artery	FJ3463.obj
FMA70493	ureteric segment of left renal artery	FJ3481.obj
FMA66364	trunk of left renal artery	FJ3476.obj
FMA86347	inferior segmental branch of left renal artery	FJ2049.obj
newnode5723173	posterior division of left renal artery	FJ3473.obj
newnode5723173	posterior division of left renal artery	FJ3475.obj
newnode5723173	posterior division of left renal artery	FJ3474.obj
FMA86341	superior segmental branch of left renal artery	FJ2052.obj
FMA14752	right renal artery	FJ2038.obj
FMA86340	superior segmental branch of right renal artery	FJ2042.obj
FMA70492	ureteric segment of right renal artery	FJ3581.obj
FMA70492	ureteric segment of right renal artery	FJ3582.obj
FMA86348	posterior segmental branch of right renal artery	FJ2045.obj
newnode8031430	anterior division of right renal artery	FJ3559.obj
newnode8031430	anterior division of right renal artery	FJ3558.obj
newnode8031430	anterior division of right renal artery	FJ3562.obj
newnode8031430	anterior division of right renal artery	FJ3563.obj
newnode8031430	anterior division of right renal artery	FJ3560.obj
newnode8031430	anterior division of right renal artery	FJ3561.obj
FMA66363	trunk of right renal artery	FJ3576.obj
FMA86346	inferior segmental branch of right renal artery	FJ2043.obj
newnode6429601	posterior division of right renal artery	FJ3575.obj
newnode6429601	posterior division of right renal artery	FJ3573.obj
newnode6429601	posterior division of right renal artery	FJ3574.obj
FMA69265	right inferior suprarenal artery	FJ3584.obj
FMA14759	right testicular artery	FJ3617.obj
FMA49913	left inferior pulmonary vein	FJ2944.obj
FMA49913	left inferior pulmonary vein	FJ2955.obj
FMA49913	left inferior pulmonary vein	FJ2950.obj
FMA9451	left posterior basal segmental vein	FJ2946.obj
FMA9451	left posterior basal segmental vein	FJ2945.obj
FMA9451	left posterior basal segmental vein	FJ2948.obj
FMA9451	left posterior basal segmental vein	FJ2949.obj
FMA8678	left anterior basal segmental vein	FJ2957.obj
FMA8678	left anterior basal segmental vein	FJ2956.obj
FMA8678	left anterior basal segmental vein	FJ2959.obj
FMA8678	left anterior basal segmental vein	FJ2960.obj
FMA9450	left lateral basal segmental vein	FJ2953.obj
FMA9450	left lateral basal segmental vein	FJ2952.obj
FMA9450	left lateral basal segmental vein	FJ2954.obj
FMA9450	left lateral basal segmental vein	FJ2951.obj
FMA49911	right inferior pulmonary vein	FJ3040.obj
FMA8670	right superior segmental vein	FJ3051.obj
FMA8670	right superior segmental vein	FJ3050.obj
FMA8670	right superior segmental vein	FJ3052.obj
FMA8670	right superior segmental vein	FJ3063.obj
FMA8670	right superior segmental vein	FJ3066.obj
FMA8670	right superior segmental vein	FJ3065.obj
FMA9425	right lateral basal segmental vein	FJ3062.obj
FMA9425	right lateral basal segmental vein	FJ3061.obj
FMA9425	right lateral basal segmental vein	FJ3060.obj
FMA9425	right lateral basal segmental vein	FJ3059.obj
FMA8673	right anterior basal segmental vein	FJ3049.obj
FMA8673	right anterior basal segmental vein	FJ3056.obj
FMA9422	right medial basal segmental vein	FJ3055.obj
FMA9422	right medial basal segmental vein	FJ3054.obj
FMA9428	right posterior basal segmental vein	FJ3041.obj
FMA9428	right posterior basal segmental vein	FJ3048.obj
FMA9428	right posterior basal segmental vein	FJ3047.obj
FMA9428	right posterior basal segmental vein	FJ3058.obj
FMA9428	right posterior basal segmental vein	FJ3044.obj
FMA9428	right posterior basal segmental vein	FJ3043.obj
FMA9428	right posterior basal segmental vein	FJ3046.obj
FMA9428	right posterior basal segmental vein	FJ3057.obj
FMA9428	right posterior basal segmental vein	FJ3045.obj
FMA49914	right superior pulmonary vein	FJ3020.obj
FMA68945	anterior part of lateral segmental vein	FJ3036.obj
FMA68945	anterior part of lateral segmental vein	FJ3035.obj
FMA68945	anterior part of lateral segmental vein	FJ3034.obj
FMA68944	posterior part of lateral segmental vein	FJ3037.obj
FMA68944	posterior part of lateral segmental vein	FJ3039.obj
FMA68944	posterior part of lateral segmental vein	FJ3038.obj
FMA68982	superior part of medial segmental vein	FJ3030.obj
FMA68983	inferior part of medial segmental vein	FJ3033.obj
FMA68983	inferior part of medial segmental vein	FJ3032.obj
FMA8663	right posterior segmental vein	FJ3070.obj
FMA8663	right posterior segmental vein	FJ3026.obj
FMA8663	right posterior segmental vein	FJ3025.obj
FMA8663	right posterior segmental vein	FJ3069.obj
FMA8663	right posterior segmental vein	FJ3022.obj
FMA8663	right posterior segmental vein	FJ3024.obj
FMA8663	right posterior segmental vein	FJ3023.obj
FMA8681	apical part of right apical segmental vein	FJ3064.obj
FMA8681	apical part of right apical segmental vein	FJ3068.obj
FMA8681	apical part of right apical segmental vein	FJ3067.obj
FMA68880	trunk of right apical segmental vein	FJ3031.obj
FMA68921	anterior part of right apical segmental vein	FJ3042.obj
FMA68921	anterior part of right apical segmental vein	FJ3053.obj
FMA8662	right anterior segmental vein	FJ3029.obj
FMA8662	right anterior segmental vein	FJ3028.obj
FMA68928	inferior part of right anterior segmental vein	FJ3021.obj
FMA68926	superior part of right anterior segmental vein	FJ3027.obj
FMA49916	left superior pulmonary vein	FJ2925.obj
FMA49916	left superior pulmonary vein	FJ2933.obj
FMA8669	inferior lingular vein	FJ2935.obj
FMA8669	inferior lingular vein	FJ2934.obj
FMA8668	superior lingular vein	FJ2937.obj
FMA8668	superior lingular vein	FJ2938.obj
FMA9437	left apical segmental vein	FJ2936.obj
FMA9437	left apical segmental vein	FJ2947.obj
FMA9437	left apical segmental vein	FJ2958.obj
FMA9437	left apical segmental vein	FJ2964.obj
FMA9437	left apical segmental vein	FJ2963.obj
FMA9437	left apical segmental vein	FJ2962.obj
FMA9437	left apical segmental vein	FJ2961.obj
FMA9438	left posterior segmental vein	FJ2926.obj
FMA9438	left posterior segmental vein	FJ2942.obj
FMA9438	left posterior segmental vein	FJ2941.obj
FMA9438	left posterior segmental vein	FJ2943.obj
FMA9438	left posterior segmental vein	FJ2965.obj
FMA9438	left posterior segmental vein	FJ2940.obj
FMA9438	left posterior segmental vein	FJ2928.obj
FMA9438	left posterior segmental vein	FJ2939.obj
FMA9438	left posterior segmental vein	FJ2927.obj
FMA9438	left posterior segmental vein	FJ2929.obj
FMA8667	left anterior segmental vein	FJ2931.obj
FMA8667	left anterior segmental vein	FJ2930.obj
FMA8667	left anterior segmental vein	FJ2932.obj
FMA8612	pulmonary trunk	FJ2966.obj
FMA50872	right pulmonary artery	FJ3019.obj
FMA68691	anterior branch of lateral segmental artery	FJ2985.obj
FMA68691	anterior branch of lateral segmental artery	FJ2982.obj
FMA68690	posterior branch of lateral segmental artery	FJ2984.obj
FMA68690	posterior branch of lateral segmental artery	FJ2983.obj
FMA68694	inferior branch of medial segmental artery	FJ2988.obj
FMA68694	inferior branch of medial segmental artery	FJ2987.obj
FMA68693	superior branch of medial segmental artery	FJ2986.obj
FMA68693	superior branch of medial segmental artery	FJ2990.obj
FMA68741	mediobasal branch of right posterior basal segmental artery	FJ3008.obj
FMA68741	mediobasal branch of right posterior basal segmental artery	FJ3012.obj
FMA68738	laterobasal branch of right posterior basal segmental artery	FJ3014.obj
FMA68738	laterobasal branch of right posterior basal segmental artery	FJ3013.obj
FMA68735	accessory subsuperior branch of right posterior basal segmental artery	FJ3009.obj
FMA68735	accessory subsuperior branch of right posterior basal segmental artery	FJ3010.obj
FMA68728	lateral branch of right lateral basal segmental artery	FJ3007.obj
FMA68728	lateral branch of right lateral basal segmental artery	FJ3004.obj
FMA68728	lateral branch of right lateral basal segmental artery	FJ3006.obj
FMA68728	lateral branch of right lateral basal segmental artery	FJ3005.obj
FMA68725	lateral branch of right anterior basal segmental artery	FJ3001.obj
FMA68723	basal branch of right anterior basal segmental artery	FJ3003.obj
FMA68723	basal branch of right anterior basal segmental artery	FJ3002.obj
FMA68709	superior branch of right superior segmental artery	FJ2997.obj
FMA68709	superior branch of right superior segmental artery	FJ2999.obj
FMA68709	superior branch of right superior segmental artery	FJ2998.obj
FMA68706	medial branch of right superior segmental artery	FJ2996.obj
FMA68706	medial branch of right superior segmental artery	FJ2995.obj
FMA68706	medial branch of right superior segmental artery	FJ2994.obj
FMA68712	lateral branch of right superior segmental artery	FJ2993.obj
FMA68712	lateral branch of right superior segmental artery	FJ2992.obj
FMA68712	lateral branch of right superior segmental artery	FJ2991.obj
FMA68197	right upper lobar artery	FJ2973.obj
FMA68659	apicoposterior division of right upper lobar artery	FJ2968.obj
FMA68659	apicoposterior division of right upper lobar artery	FJ2967.obj
FMA68659	apicoposterior division of right upper lobar artery	FJ2978.obj
FMA68659	apicoposterior division of right upper lobar artery	FJ2989.obj
FMA68659	apicoposterior division of right upper lobar artery	FJ2969.obj
FMA68659	apicoposterior division of right upper lobar artery	FJ3018.obj
FMA68659	apicoposterior division of right upper lobar artery	FJ2971.obj
FMA68659	apicoposterior division of right upper lobar artery	FJ3015.obj
FMA68659	apicoposterior division of right upper lobar artery	FJ2970.obj
FMA68659	apicoposterior division of right upper lobar artery	FJ3017.obj
FMA68659	apicoposterior division of right upper lobar artery	FJ2972.obj
FMA68659	apicoposterior division of right upper lobar artery	FJ3016.obj
FMA68659	apicoposterior division of right upper lobar artery	FJ3000.obj
FMA68659	apicoposterior division of right upper lobar artery	FJ3011.obj
FMA8620	right anterior segmental artery	FJ2041.obj
FMA8620	right anterior segmental artery	FJ2044.obj
FMA68683	anterior branch of right anterior segmental artery	FJ2979.obj
FMA68683	anterior branch of right anterior segmental artery	FJ2975.obj
FMA68683	anterior branch of right anterior segmental artery	FJ2977.obj
FMA68683	anterior branch of right anterior segmental artery	FJ2976.obj
FMA68677	posterior branch of right anterior segmental artery	FJ2974.obj
FMA68677	posterior branch of right anterior segmental artery	FJ2981.obj
FMA68677	posterior branch of right anterior segmental artery	FJ2980.obj
FMA68673	posterior part of right posterior segmental artery	FJ2971.obj
FMA68673	posterior part of right posterior segmental artery	FJ2970.obj
FMA68673	posterior part of right posterior segmental artery	FJ2972.obj
FMA68670	apical part of right posterior segmental artery	FJ2968.obj
FMA68670	apical part of right posterior segmental artery	FJ2969.obj
FMA68670	apical part of right posterior segmental artery	FJ3018.obj
FMA68662	apical part of right apical segmental artery	FJ2967.obj
FMA68662	apical part of right apical segmental artery	FJ3015.obj
FMA68662	apical part of right apical segmental artery	FJ3017.obj
FMA68662	apical part of right apical segmental artery	FJ3016.obj
FMA68665	anterior part of right apical segmental artery	FJ2978.obj
FMA68665	anterior part of right apical segmental artery	FJ2989.obj
FMA68665	anterior part of right apical segmental artery	FJ3000.obj
FMA68665	anterior part of right apical segmental artery	FJ3011.obj
FMA50873	left pulmonary artery	FJ2924.obj
FMA8646	left lateral basal segmental artery	FJ2923.obj
FMA8646	left lateral basal segmental artery	FJ2922.obj
FMA8646	left lateral basal segmental artery	FJ2921.obj
FMA8646	left lateral basal segmental artery	FJ2882.obj
FMA8644	left medial basal segmental artery	FJ2885.obj
FMA8644	left medial basal segmental artery	FJ2884.obj
FMA8645	left anterior basal segmental artery	FJ2887.obj
FMA8645	left anterior basal segmental artery	FJ2886.obj
FMA8645	left anterior basal segmental artery	FJ2883.obj
FMA8647	left posterior basal segmental artery	FJ2903.obj
FMA8647	left posterior basal segmental artery	FJ2914.obj
FMA8647	left posterior basal segmental artery	FJ2920.obj
FMA8647	left posterior basal segmental artery	FJ2881.obj
FMA8647	left posterior basal segmental artery	FJ2892.obj
FMA8647	left posterior basal segmental artery	FJ2919.obj
FMA8642	left superior segmental artery	FJ2889.obj
FMA8642	left superior segmental artery	FJ2888.obj
FMA8642	left superior segmental artery	FJ2894.obj
FMA8642	left superior segmental artery	FJ2893.obj
FMA8642	left superior segmental artery	FJ2895.obj
FMA8642	left superior segmental artery	FJ2890.obj
FMA8642	left superior segmental artery	FJ2891.obj
FMA8639	superior lingular artery	FJ2901.obj
FMA8639	superior lingular artery	FJ2898.obj
FMA8639	superior lingular artery	FJ2900.obj
FMA8639	superior lingular artery	FJ2899.obj
FMA8635	left posterior segmental artery	FJ2913.obj
FMA8635	left posterior segmental artery	FJ2912.obj
FMA8635	left posterior segmental artery	FJ2911.obj
FMA13279	left anterior segmental artery	FJ2902.obj
FMA13279	left anterior segmental artery	FJ2904.obj
FMA13279	left anterior segmental artery	FJ2910.obj
FMA13279	left anterior segmental artery	FJ2909.obj
FMA13279	left anterior segmental artery	FJ2906.obj
FMA13279	left anterior segmental artery	FJ2905.obj
FMA13279	left anterior segmental artery	FJ2908.obj
FMA13279	left anterior segmental artery	FJ2907.obj
FMA8640	inferior lingular artery	FJ2897.obj
FMA8640	inferior lingular artery	FJ2896.obj
FMA8634	left apical segmental artery	FJ2915.obj
FMA8634	left apical segmental artery	FJ2917.obj
FMA8634	left apical segmental artery	FJ2916.obj
FMA8634	left apical segmental artery	FJ2918.obj
newnode1102235	right transversus thoracis	FJ1461.obj
newnode233137	left transversus thoracis	FJ1461M.obj
newnode7070471	right innermost intercostal muscles	FJ1454.obj
newnode6431729	left innermost intercostal muscles	FJ1454M.obj
newnode4689710	right intercostal muscle	FJ1451.obj
newnode8695686	left intercostal muscle	FJ1451M.obj
newnode3070394	right internal intercostal muscle	FJ1455.obj
newnode689678	left internal intercostal muscle	FJ1455M.obj
newnode8223074	diaphragm	FJ3131.obj
newnode1040074	pelvis and perineum	FJ1465M.obj
newnode1040074	pelvis and perineum	FJ2553.obj
newnode1040074	pelvis and perineum	FJ2552.obj
newnode1040074	pelvis and perineum	FJ1465.obj
newnode7320425	left puborectalis	FJ2546.obj
newnode7320425	left puborectalis	FJ1458M.obj
newnode3083258	right puborectalis	FJ2551.obj
newnode1304691	left iliococcygeus	FJ2544.obj
newnode1304691	left iliococcygeus	FJ1453M.obj
newnode9610515	right iliococcygeus	FJ2549.obj
newnode5337248	left pubococcygeus	FJ1457M.obj
newnode5337248	left pubococcygeus	FJ2545.obj
newnode5083002	right pubococcygeus	FJ2550.obj
newnode4588722	left coccygeus	FJ1449M.obj
newnode4588722	left coccygeus	FJ2542.obj
newnode2024285	right coccygeus	FJ2547.obj
newnode4630704	external anal sphincter	FJ2548.obj
newnode4630704	external anal sphincter	FJ2543.obj
newnode4630704	external anal sphincter	FJ1450M.obj
newnode4630704	external anal sphincter	FJ1450.obj
newnode256653	right obliquus capitis superior	FJ1585.obj
newnode9668766	left obliquus capitis superior	FJ1564.obj
newnode5962855	left rectus capitis posterior minor	FJ1568.obj
newnode3181270	right rectus capitis posterior minor	FJ1590.obj
newnode1411200	right obliquus capitis inferior	FJ1584.obj
newnode6020859	left obliquus capitis inferior	FJ1563.obj
newnode2059158	left rectus capitis posterior major	FJ1567.obj
newnode5502171	right rectus capitis posterior major	FJ1589.obj
newnode2846005	left levatores costarum longi	FJ1463M.obj
newnode6201092	right levatores costarum longi	FJ1463.obj
newnode5423800	left levatores costarum breves	FJ1462M.obj
newnode8061100	right levatores costarum breves	FJ1462.obj
newnode8942449	left cervical rotator	FJ1524M.obj
newnode6632512	right cervical rotator	FJ1524.obj
newnode8288062	left lumbar rotator	FJ1522M.obj
newnode787358	right lumbar rotator	FJ1522.obj
newnode5741977	thoracic rotator	FJ1525M.obj
newnode5741977	thoracic rotator	FJ1525.obj
newnode8860280	medial lumbar intertransversarius	FJ1548.obj
newnode8860280	medial lumbar intertransversarius	FJ1548M.obj
newnode1803560	lateral lumbar intertransversarius	FJ1547M.obj
newnode1803560	lateral lumbar intertransversarius	FJ1547.obj
newnode6312334	interspinalis muscle	FJ1551.obj
newnode6312334	interspinalis muscle	FJ1551M.obj
newnode4890626	left interspinales lumborum	FJ1550M.obj
newnode2844933	right interspinales lumborum	FJ1550.obj
newnode5750924	right interspinales cervicis	FJ1552.obj
newnode1095830	left interspinales cervicis	FJ1552M.obj
newnode9893468	left interspinalis thoracis	FJ1551M.obj
newnode95491	right interspinalis thoracis	FJ1551.obj
newnode8114351	right longissimus cervicis	FJ1534.obj
newnode2830958	left longissimus cervicis	FJ1534M.obj
newnode2747329	left longissimus thoracis	FJ1535M.obj
newnode1397146	right longissimus thoracis	FJ1535.obj
newnode7427868	right longissimus capitis	FJ1533.obj
newnode3428195	left longissimus capitis	FJ1533M.obj
newnode6035049	spinalis	FJ1543M.obj
newnode6035049	spinalis	FJ1543.obj
newnode3351241	right spinalis thoracis	FJ1544.obj
newnode9065994	left spinalis thoracis	FJ1544M.obj
newnode6895870	left iliocostalis thoracis	FJ1528M.obj
newnode3225771	right iliocostalis thoracis	FJ1528.obj
newnode3381436	left iliocostalis cervicis	FJ1526M.obj
newnode690229	right iliocostalis cervicis	FJ1526.obj
newnode2402984	left iliocostalis lumborum	FJ1527M.obj
newnode9262158	right iliocostalis lumborum	FJ1527.obj
newnode7786093	left semispinalis capitis	FJ1538M.obj
newnode3795704	right semispinalis capitis	FJ1538.obj
newnode5918439	left semispinalis thoracis	FJ1540M.obj
newnode6812517	right semispinalis thoracis	FJ1540.obj
newnode7032616	left semispinalis cervicis	FJ1539M.obj
newnode2659822	right semispinalis cervicis	FJ1539.obj
newnode161865	right serratus posterior inferior	FJ1541.obj
newnode4104542	left serratus posterior inferior	FJ1541M.obj
newnode3122742	right serratus posterior superior	FJ1542.obj
newnode5963211	left serratus posterior superior	FJ1542M.obj
FMA33587	descending part of left trapezius	FJ1521M.obj
newnode8240952	transverse part of left trapezius	FJ1554M.obj
FMA33583	ascending part of left trapezius	FJ1520M.obj
FMA33586	descending part of right trapezius	FJ1521.obj
FMA33581	ascending part of right trapezius	FJ1520.obj
newnode4979710	transverse part of right trapezius	FJ1554.obj
FMA11336	linea alba	FJ1448.obj
newnode2649052	right external oblique	FJ1452.obj
newnode8492865	left external oblique	FJ1452M.obj
newnode9043748	right psoas major	FJ1431.obj
newnode9172094	left psoas major	FJ1431M.obj
newnode4620134	body of sternum	FJ3178.obj
newnode9811779	manubrium	FJ3290.obj
newnode6646525	xiphoid process	FJ3153.obj
newnode6464114	rib cage	FJ3290.obj
newnode6464114	rib cage	FJ3153.obj
newnode6464114	rib cage	FJ3178.obj
newnode4334775	right sixth rib	FJ3344.obj
newnode1580156	right fourth rib	FJ3340.obj
newnode9855544	right fifth rib	FJ3342.obj
newnode7445638	right first rib	FJ3334.obj
newnode7761396	right second rib	FJ3336.obj
newnode7680028	right seventh rib	FJ3346.obj
newnode7449604	right third rib	FJ3338.obj
newnode7274147	right twelfth rib	FJ3332.obj
newnode6339972	right eleventh rib	FJ3331.obj
newnode9351382	right eighth rib	FJ3347.obj
newnode6064156	right tenth rib	FJ3330.obj
newnode3433936	right ninth rib	FJ3348.obj
newnode9159896	right second costal cartilage	FJ3335.obj
newnode4659460	right first costal cartilage	FJ3333.obj
newnode2132930	right fourth costal cartilage	FJ3339.obj
newnode7799442	right sixth costal cartilage	FJ3343.obj
newnode4483336	right third costal cartilage	FJ3337.obj
newnode7255430	right fifth costal cartilage	FJ3341.obj
newnode5441509	right seventh costal cartilage	FJ3345.obj
newnode7375551	left ninth rib	FJ3236.obj
newnode6645744	left tenth rib	FJ3225.obj
newnode9885844	left eleventh rib	FJ3226.obj
newnode6459129	left eighth rib	FJ3235.obj
newnode5494501	left twelfth rib	FJ3227.obj
newnode7866376	left fourth rib	FJ3231.obj
newnode6612884	left second rib	FJ3229.obj
newnode1500584	left fifth rib	FJ3232.obj
newnode5642323	left first rib	FJ3228.obj
newnode3934438	left sixth rib	FJ3233.obj
newnode8548099	left seventh rib	FJ3234.obj
newnode9611291	left third rib	FJ3230.obj
newnode867724	left fifth costal cartilage	FJ3251.obj
newnode3398136	left sixth costal cartilage	FJ3254.obj
newnode6554793	left seventh costal cartilage	FJ3255.obj
newnode8130823	left second costal cartilage	FJ3242.obj
newnode1437142	left first costal cartilage	FJ3239.obj
newnode9663600	left third costal cartilage	FJ3245.obj
newnode8220468	left fourth costal cartilage	FJ3248.obj
newnode9620276	vertebral column	FJ1533M.obj
newnode9620276	vertebral column	FJ3338.obj
newnode9620276	vertebral column	FJ3337.obj
newnode9620276	vertebral column	FJ3339.obj
newnode9620276	vertebral column	FJ3334.obj
newnode9620276	vertebral column	FJ1431.obj
newnode9620276	vertebral column	FJ3333.obj
newnode9620276	vertebral column	FJ3336.obj
newnode9620276	vertebral column	FJ3335.obj
newnode9620276	vertebral column	FJ3330.obj
newnode9620276	vertebral column	FJ3178.obj
newnode9620276	vertebral column	FJ3332.obj
newnode9620276	vertebral column	FJ3331.obj
newnode9620276	vertebral column	FJ1534M.obj
newnode9620276	vertebral column	FJ1522M.obj
newnode9620276	vertebral column	FJ3228.obj
newnode9620276	vertebral column	FJ1567.obj
newnode9620276	vertebral column	FJ3227.obj
newnode9620276	vertebral column	FJ3348.obj
newnode9620276	vertebral column	FJ3229.obj
newnode9620276	vertebral column	FJ1568.obj
newnode9620276	vertebral column	FJ3345.obj
newnode9620276	vertebral column	FJ1563.obj
newnode9620276	vertebral column	FJ3344.obj
newnode9620276	vertebral column	FJ3226.obj
newnode9620276	vertebral column	FJ3347.obj
newnode9620276	vertebral column	FJ3225.obj
newnode9620276	vertebral column	FJ3346.obj
newnode9620276	vertebral column	FJ1564.obj
newnode9620276	vertebral column	FJ3341.obj
newnode9620276	vertebral column	FJ3340.obj
newnode9620276	vertebral column	FJ3343.obj
newnode9620276	vertebral column	FJ3342.obj
newnode9620276	vertebral column	FJ1547M.obj
newnode9620276	vertebral column	FJ1535M.obj
newnode9620276	vertebral column	FJ3239.obj
newnode9620276	vertebral column	FJ3235.obj
newnode9620276	vertebral column	FJ3234.obj
newnode9620276	vertebral column	FJ3236.obj
newnode9620276	vertebral column	FJ3231.obj
newnode9620276	vertebral column	FJ3230.obj
newnode9620276	vertebral column	FJ3233.obj
newnode9620276	vertebral column	FJ3232.obj
newnode9620276	vertebral column	FJ3251.obj
newnode9620276	vertebral column	FJ1590.obj
newnode9620276	vertebral column	FJ1524M.obj
newnode9620276	vertebral column	FJ1548M.obj
newnode9620276	vertebral column	FJ1431M.obj
newnode9620276	vertebral column	FJ1540M.obj
newnode9620276	vertebral column	FJ1589.obj
newnode9620276	vertebral column	FJ1585.obj
newnode9620276	vertebral column	FJ3245.obj
newnode9620276	vertebral column	FJ1584.obj
newnode9620276	vertebral column	FJ3248.obj
newnode9620276	vertebral column	FJ3242.obj
newnode9620276	vertebral column	FJ1525M.obj
newnode9620276	vertebral column	FJ1541M.obj
newnode9620276	vertebral column	FJ3255.obj
newnode9620276	vertebral column	FJ3254.obj
newnode9620276	vertebral column	FJ1542M.obj
newnode9620276	vertebral column	FJ1538M.obj
newnode9620276	vertebral column	FJ1526M.obj
newnode9620276	vertebral column	FJ1527.obj
newnode9620276	vertebral column	FJ1526.obj
newnode9620276	vertebral column	FJ1528.obj
newnode9620276	vertebral column	FJ1522.obj
newnode9620276	vertebral column	FJ1525.obj
newnode9620276	vertebral column	FJ1524.obj
newnode9620276	vertebral column	FJ1539M.obj
newnode9620276	vertebral column	FJ1543M.obj
newnode9620276	vertebral column	FJ1527M.obj
newnode9620276	vertebral column	FJ1538.obj
newnode9620276	vertebral column	FJ1539.obj
newnode9620276	vertebral column	FJ1534.obj
newnode9620276	vertebral column	FJ1533.obj
newnode9620276	vertebral column	FJ1535.obj
newnode9620276	vertebral column	FJ1528M.obj
newnode9620276	vertebral column	FJ3153.obj
newnode9620276	vertebral column	FJ1544M.obj
newnode9620276	vertebral column	FJ3290.obj
newnode9620276	vertebral column	FJ1548.obj
newnode9620276	vertebral column	FJ1544.obj
newnode9620276	vertebral column	FJ1547.obj
newnode9620276	vertebral column	FJ1541.obj
newnode9620276	vertebral column	FJ1540.obj
newnode9620276	vertebral column	FJ1543.obj
newnode9620276	vertebral column	FJ1542.obj
newnode8065088	sacrum	FJ3393.obj
newnode6597000	intervertebral disk of twelfth thoracic vertebra	FJ3211.obj
newnode9402070	intervertebral disk of first thoracic vertebra	FJ3222.obj
newnode6381225	intervertebral disk of third thoracic vertebra	FJ3224.obj
newnode8127478	intervertebral disk of ninth thoracic vertebra	FJ3208.obj
newnode822009	intervertebral disk of seventh thoracic vertebra	FJ3206.obj
newnode1153250	intervertebral disk of tenth thoracic vertebra	FJ3209.obj
newnode2533793	intervertebral disk of eighth thoracic vertebra	FJ3207.obj
newnode9637365	intervertebral disk of second thoracic vertebra	FJ3223.obj
newnode1199108	intervertebral disk of sixth thoracic vertebra	FJ3205.obj
newnode5802291	intervertebral disk of fifth thoracic vertebra	FJ3204.obj
newnode2461325	intervertebral disk of eleventh thoracic vertebra	FJ3210.obj
newnode7630980	intervertebral disk of fourth thoracic vertebra	FJ3203.obj
newnode7883398	first thoracic vertebra	FJ3158.obj
newnode4809193	second thoracic vertebra	FJ3160.obj
newnode6956506	third thoracic vertebra	FJ3163.obj
newnode3702338	seventh thoracic vertebra	FJ3173.obj
newnode3337041	eleventh thoracic vertebra	FJ3155.obj
newnode9999044	ninth thoracic vertebra	FJ3175.obj
newnode1158434	fifth thoracic vertebra	FJ3169.obj
newnode8434806	fourth thoracic vertebra	FJ3166.obj
newnode7816246	twelfth thoracic vertebra	FJ3156.obj
newnode4901072	eighth thoracic vertebra	FJ3174.obj
newnode8594364	sixth thoracic vertebra	FJ3171.obj
newnode304947	tenth thoracic vertebra	FJ3154.obj
newnode9004549	intervertebral disk of third lumbar vertebra	FJ3215.obj
newnode3620583	intervertebral disk of fifth lumbar vertebra	FJ3217.obj
newnode2158506	intervertebral disk of fourth lumbar vertebra	FJ3216.obj
newnode9244776	intervertebral disk of second lumbar vertebra	FJ3214.obj
newnode3855302	intervertebral disk of first lumbar vertebra	FJ3212.obj
newnode3253526	first lumbar vertebra	FJ3157.obj
newnode1198856	second lumbar vertebra	FJ3159.obj
newnode1763469	third lumbar vertebra	FJ3162.obj
newnode7228095	fourth lumbar vertebra	FJ3165.obj
newnode85838	fifth lumbar vertebra	FJ3168.obj
FMA13382	left rhomboid major	FJ1536M.obj
FMA13384	left rhomboid minor	FJ1537M.obj
FMA32554	left teres minor	FJ1508M.obj
FMA32548	left infraspinatus	FJ1500M.obj
FMA32545	left supraspinatus	FJ1506M.obj
FMA13415	left subscapularis	FJ1504M.obj
FMA32552	left teres major	FJ1507M.obj
